Cell ID ,Area,Perimeter,Length,Width,Eccentricity,Irregularity,Cell Cycle Phase
491,353,81,21,20,0.304910678,4.311194993,1
492,360,85,23.43074903,17.69180601,0.655646624,4.479893352,3
493,391,86,25,19.92485885,0.603986755,4.349206942,3
494,362,84,22.47220505,20.24845673,0.433726656,4.414941982,2
495,433,94,26,21,0.58960422,4.517351715,3
496,405,86,22,20,0.41659779,4.273374357,3
497,364,83,23.40939982,19.31320792,0.565104473,4.350382072,2
498,419,90,25.55386468,19.72308292,0.63583638,4.396787719,3
499,429,89,24,20,0.552770798,4.296960491,3
500,385,84,23.34523506,20.22374842,0.499541074,4.281036408,3
501,391,87,22.47220505,20.24845673,0.433726656,4.399779116,3
502,418,88,24,20,0.552770798,4.304220695,3
503,419,93,25.49509757,21.02379604,0.565685425,4.543347309,3
504,425,90,25,20,0.6,4.365641251,3
505,375,86,22.84731932,21.02379604,0.391480146,4.441020904,2
506,363,82,23.34523506,19.23538406,0.566657672,4.303883825,3
507,407,89,24.18677324,20.59126028,0.524608116,4.411566214,3
508,395,88,23,20,0.493818117,4.427760528,1
509,430,92,25.45584412,20.51828453,0.591868771,4.436633964,3
510,403,90,23.34523506,20.51828453,0.476993643,4.483219332,3
511,358,80,21,19,0.42591771,4.228131381,2
512,445,90,25.49509757,21.21320344,0.554700196,4.266409168,3
513,356,82,21.84032967,18.68154169,0.518019127,4.345991308,2
514,392,88,24.04163056,19.79898987,0.567273574,4.444671196,2
515,370,81,22,19,0.504115296,4.210989484,2
516,438,92,25,21,0.542586399,4.39593004,3
517,435,91,26,20,0.638971066,4.363116044,3
518,409,89,25.07987241,21.02379604,0.545249757,4.40076677,3
519,366,82,21,20,0.304910678,4.286208663,2
520,406,87,23,20,0.493818117,4.317737503,3
521,432,90,25.49509757,21.21320344,0.554700196,4.330127019,3
522,418,90,25.3179778,20.22374842,0.601609905,4.402043892,3
523,423,88,23,20,0.493818117,4.278706417,3
524,430,90,26,19,0.68262459,4.3401854,3
525,379,87,24.33105012,19.41648784,0.602640586,4.468889823,3
526,376,85,23.34523506,19.23538406,0.566657672,4.383540297,3
527,388,84,23.2594067,19.6977156,0.531798469,4.264453894,3
528,394,86,22,21,0.298065387,4.332617408,2
529,407,89,25.45584412,19.10497317,0.660854292,4.411566214,3
530,389,85,24.35159132,20.24845673,0.55551808,4.309671076,1
531,420,87,23,21,0.40786224,4.245165317,2
532,450,91,25.96150997,20.61552813,0.607812637,4.289781139,3
533,424,89,25.49509757,21.21320344,0.554700196,4.322222087,3
534,421,91,25.3179778,20.22374842,0.601609905,4.435068627,3
